Title,Price,Reg Date,Depreciation,Mileage,Owners,URL
Toyota Vios 1.5A G,"$75,800","25-Mar-2020
(4y 9m COE left)","$14,300 /yr","38,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-vios-15a-g-1411326/?dl=3283
Audi A3 Sportback 1.4A TFSI Ambiente (New 5-yr COE),"$68,800","31-Aug-2015
(5y COE left)","$13,750 /yr","88,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/audi-a3-sportback-14a-1410815/?dl=4775&utm_content=SLeligible
BMW 2 Series 216i Gran Tourer Luxury,"$117,800","15-Jun-2021
(5y 11m COE left)","$16,230 /yr","59,891 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1409879/?dl=3613
MINI John Cooper Works Countryman 2.0A ALL4 LED,"$258,800","18-Dec-2024
(9y 5m COE left)","$24,470 /yr","6,400 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mini-john-cooper-works-1409342/?dl=1039
Toyota Wish 1.8A Elegance,"$50,200","30-Jan-2018
(2y 7m COE left)","$15,470 /yr","60,187 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-wish-18a-elegance-1409126/?dl=3613
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,"$92,800","25-May-2021
(5y 11m COE left)","$14,690 /yr","99,123 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-kicks-e-power-hybrid-1409048/?dl=4313
Nissan Sylphy 1.6A,"$63,800","08-Jun-2019
(3y 11m COE left)","$14,010 /yr","99,236 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-sylphy-16a-1408973/?dl=4313
Mercedes-Benz CLA-Class CLA200 Progressive,"$107,800","11-Sep-2019
(4y 2m COE left)","$20,740 /yr","108,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla200-progressive-1408324/?dl=1013
Volkswagen Golf GT Sport 1.4A TSI (COE till 12/2027),"$21,800","12-Mar-2008
(2y 6m COE left)","$8,650 /yr","172,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-golf-gt-sport-1407597/?dl=3750&utm_content=SLeligible
Mercedes-Benz GLA-Class GLA200 Urban Edition,"$99,800","18-Oct-2019
(4y 3m COE left)","$19,150 /yr","54,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gla-class-gla200-urban-1407408/?dl=1400
Hyundai Accent 1.4A,"$66,188","29-Jul-2020
(5y 1m COE left)","$12,080 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-accent-14a-1407308/?dl=4633
Mercedes-Benz GLA-Class GLA180 Urban Edition,"$87,800","09-Dec-2019
(4y 5m COE left)","$16,520 /yr","93,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gla-class-gla180-urban-1406315/?dl=1013
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,"$107,777","28-Oct-2020
(5y 4m COE left)","$17,800 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-serena-e-power-hybrid-1405602/?dl=3648
Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,"$113,800","23-Aug-2019
(4y 1m COE left)","$20,990 /yr","98,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200-mild-1404281/?dl=3647
Honda Jade 1.5A RS,"$34,800","16-Jan-2017
(1y 6m COE left)","$13,200 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/honda-jade-15a-rs-1401676/?dl=3393&utm_content=SLeligible
Kia Cerato 1.6A Smartstream SX Sunroof,"$121,800","23-Nov-2023
(8y 4m COE left)","$14,170 /yr","36,802 km",1 Owner,https://www.sgcarmart.com/used-cars/info/kia-cerato-16a-smartstream-1401542/?dl=1032&utm_content=SLeligible
Mazda 3 1.5A Deluxe Sunroof,"$11,800","30-Dec-2015
(6m COE left)","$10,470 /yr","122,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mazda-3-15a-deluxe-1400896/?dl=3750
BMW 5 Series 520i,"$30,888","31-Aug-2015
(2m COE left)",N.A,"118,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1397360/?dl=3809
Nissan Note 1.2A (OPC),"$42,800","11-Jul-2019
(4y COE left)","$9,960 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-note-12a-opc-1392071/?dl=2469&utm_content=SLeligible
Mazda 6 2.0A,"$65,800","28-Jun-2019
(4y COE left)","$14,040 /yr","91,294 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mazda-6-20a-1390519/?dl=2469&utm_content=SLeligible
Volkswagen Scirocco GP 1.4A TSI,"$35,800","30-Jun-2017
(2y COE left)","$13,060 /yr","74,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-scirocco-gp-14a-1389186/?dl=4561&utm_content=SLeligible
BMW X1 sDrive16i M-Sport,"$175,800","28-Dec-2022
(7y 6m COE left)","$20,500 /yr","59,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive16i-m-sport-1387915/?dl=3709&utm_content=SLeligible
Toyota Corolla Hybrid 1.8A Ascent Sport,"$153,800","29-Dec-2023
(8y 6m COE left)","$17,160 /yr",332 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-corolla-hybrid-18a-1386998/?dl=4828&utm_content=SLeligible
BMW i5 Electric eDrive40,"$298,800","27-Aug-2024
(9y 2m COE left)","$27,910 /yr","7,800 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-i5-electric-edrive40-1376626/?dl=1039&utm_content=SLeligible
Maxus eDeliver 5 Electric,"$102,100","14-Feb-2025
(9y 7m COE left)","$10,580 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/maxus-edeliver-5-electric-1376488/?dl=3768
BMW Z4 sDrive20i M-Sport,"$269,800","13-Jun-2024
(8y 11m COE left)","$25,510 /yr","4,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-z4-sdrive20i-m-sport-1371213/?dl=1039&utm_content=SLeligible
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic,"$116,888","20-Apr-2018
(2y 9m COE left)","$25,070 /yr","110,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/land-rover-range-rover-velar-1352478/?dl=3451&utm_content=SLeligible
Mercedes-Benz E-Class E200 Mild Hybrid AMG Line,"$272,888","04-Dec-2023
(8y 5m COE left)","$28,030 /yr","20,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e200-mild-1255624/?dl=2604&utm_content=SLeligible
Toyota Corolla Altis 1.6A Elegance,"$29,800","20-Oct-2016
(1y 3m COE left)","$15,000 /yr","131,297 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-corolla-altis-16a-1411102/?dl=3613
BMW 2 Series 216i Gran Coupe Sport,"$131,800","18-Nov-2022
(7y 4m COE left)","$16,180 /yr","44,666 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1410901/?dl=4454
BMW 3 Series 318i Highline Sportline,"$124,888","24-Dec-2020
(5y 5m COE left)","$18,160 /yr","55,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1410509/?dl=4092
Toyota Sienta Hybrid 1.5A G,"$37,200","23-Jun-2017
(1y 11m COE left)","$17,400 /yr","109,200 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-sienta-hybrid-15a-1410189/?dl=3613
Mercedes-Benz S-Class S320L,"$152,800","24-Sep-2018
(3y 2m COE left)","$25,880 /yr","124,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-s-class-s320l-1410042/?dl=1013
BMW 3 Series 318i Highline Sportline,"$127,800","10-Feb-2021
(5y 7m COE left)","$18,260 /yr","91,287 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1409878/?dl=3613
Volkswagen Touran 1.4A TSI Comfortline Panoramic Roof,"$65,800","31-Oct-2018
(3y 4m COE left)","$15,660 /yr","63,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volkswagen-touran-14a-tsi-1409586/?dl=2389
Lexus ES250 Executive Sunroof,"$82,800","18-May-2018
(2y 10m COE left)","$21,200 /yr","86,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-es250-executive-sunroof-1409535/?dl=4457
Honda Mobilio 1.5A RS i-VTEC Luxe,"$29,800","12-Dec-2016
(1y 5m COE left)","$13,890 /yr","112,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-mobilio-15a-rs-1409500/?dl=3647
Honda Vezel 1.5A X,"$56,200","22-Nov-2018
(3y 4m COE left)","$14,460 /yr","60,187 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1409122/?dl=3613
Mercedes-Benz CLA-Class CLA45 S AMG 4MATIC+ Plus,"$259,800","29-Jun-2021
(6y COE left)","$35,590 /yr","50,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla45-s-1408967/?dl=2969
Volvo V40 T2,"$29,800","03-Jan-2017
(1y 6m COE left)","$13,000 /yr","88,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volvo-v40-t2-1408681/?dl=3647
Kia Niro Hybrid 1.6A SX DCT Sunroof,"$131,800","31-Oct-2022
(7y 4m COE left)","$16,320 /yr","90,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/kia-niro-hybrid-16a-1408630/?dl=4775
Hyundai Avante 1.6A GLS,"$60,188","26-Aug-2019
(4y 2m COE left)","$12,910 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-gls-1407318/?dl=4633
MINI Cooper S Clubman 2.0A,"$31,800","23-May-2016
(10m COE left)","$14,960 /yr","127,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-s-clubman-1407105/?dl=1000
Mercedes-Benz GLA-Class GLA180 Progressive,"$159,800","23-Jun-2022
(6y 11m COE left)","$20,140 /yr","49,892 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gla-class-gla180-progressive-1406821/?dl=3613
Land Rover Freelander 2 3.2A HSE Sunroof (COE till 10/2030),"$51,800","23-Dec-2010
(5y 4m COE left)","$9,670 /yr","127,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/land-rover-freelander-2-32a-1406298/?dl=3750&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde,"$68,777","12-Feb-2018
(2y 7m COE left)","$17,720 /yr","127,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1405330/?dl=3648
Citroen e-Berlingo Electric,"$102,900","23-May-2025
(9y 10m COE left)","$10,380 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/citroen-e-berlingo-electric-1405260/?dl=3768
BMW 7 Series 730Li Sunroof (COE till 05/2031),"$63,800","03-Jun-2011
(5y 11m COE left)","$10,750 /yr","112,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/bmw-7-series-730li-1404634/?dl=3750&utm_content=SLeligible
Volkswagen ID.Buzz Electric Cargo Pro,"$125,100","30-Apr-2025
(9y 10m COE left)","$12,700 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-idbuzz-electric-cargo-1404457/?dl=3768
BMW 2 Series 216i Gran Tourer Luxury,"$54,800","23-Nov-2017
(2y 4m COE left)","$15,410 /yr","97,104 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1403064/?dl=3613&utm_content=SLeligible
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$92,200","28-Sep-2017
(2y 3m COE left)","$26,630 /yr","92,187 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc250-coupe-1403062/?dl=3613&utm_content=SLeligible
BMW iX Electric xDrive40 Sport,"$348,800","25-Nov-2024
(9y 5m COE left)","$30,640 /yr","8,250 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-ix-electric-xdrive40-1402490/?dl=1039&utm_content=SLeligible
Honda Odyssey 2.4A EXV-S Sunroof,"$28,800","23-May-2016
(10m COE left)","$13,020 /yr","126,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-odyssey-24a-exv-s-1401005/?dl=3750
Mercedes-Benz C-Class C180 Avantgarde,"$59,800","25-Jul-2017
(2y 1m COE left)","$18,120 /yr","99,299 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1399070/?dl=4313&utm_content=SLeligible
Mazda 5 2.0A SP Sunroof,"$23,800","22-Aug-2016
(1y 1m COE left)","$11,490 /yr","106,999 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-5-20a-sp-1397836/?dl=1032
Mazda 3 2.0A Sport Sunroof,"$18,988","31-May-2016
(11m COE left)","$9,240 /yr","109,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mazda-3-20a-sport-1397182/?dl=3750
Toyota Yaris Cross 1.5A XB,"$117,800","26-Dec-2023
(8y 6m COE left)","$13,550 /yr","25,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-yaris-cross-15a-1396485/?dl=4633&utm_content=SLeligible
Skoda Superb 2.0A TSI Ambition,"$77,800","28-Mar-2019
(3y 9m COE left)","$16,850 /yr","55,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/skoda-superb-20a-tsi-1395068/?dl=1400&utm_content=SLeligible
Nissan Sylphy 1.6A,"$13,000","06-Jan-2016
(6m COE left)","$8,950 /yr","103,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-sylphy-16a-1393750/?dl=3750
Maxus eDeliver 5 Electric,"$102,988","19-Mar-2025
(9y 8m COE left)","$10,580 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/maxus-edeliver-5-electric-1385588/?dl=4174
BMW 3 Series 318i M-Sport,"$134,800","12-Nov-2021
(6y 4m COE left)","$16,940 /yr","105,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1384841/?dl=4313&utm_content=SLeligible
Porsche Boxster S 3.4A PDK (COE till 12/2032),"$240,800","27-Dec-2012
(7y 6m COE left)","$32,050 /yr","12,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-boxster-s-34a-1378027/?dl=4073&utm_content=SLeligible
Porsche 911 Carrera S Coupe 3.0A PDK,"$720,800","30-Mar-2023
(7y 9m COE left)","$76,000 /yr","7,200 km",2 Owners,https://www.sgcarmart.com/used-cars/info/porsche-911-carrera-s-1375999/?dl=1039&utm_content=SLeligible
BMW X1 sDrive18i xLine,"$129,500","18-Dec-2020
(5y 5m COE left)","$19,390 /yr","104,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive18i-xline-1367737/?dl=4806&utm_content=SLeligible
MINI Cooper 1.6A (COE till 11/2031),"$57,800","29-Mar-2012
(6y 5m COE left)","$8,980 /yr","124,810 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-16a-coe-1305958/?dl=1344&utm_content=SLeligible
Mercedes-Benz EQS Electric EQS53 AMG 4MATIC+ Hyperscreen,"$498,800","12-Jul-2022
(7y COE left)","$51,380 /yr","10,004 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-eqs-electric-eqs53-1244874/?dl=1039&utm_content=SLeligible
Maserati Grecale 3.0A Trofeo,"$479,000","14-Jun-2024
(8y 11m COE left)","$46,680 /yr","8,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/maserati-grecale-30a-trofeo-1411551/?dl=1000&utm_content=SLeligible
Peugeot 308 SW 1.2A PureTech Allure Glass Roof,"$13,800","21-Mar-2016
(8m COE left)","$9,510 /yr","139,800 km",4 Owners,https://www.sgcarmart.com/used-cars/info/peugeot-308-sw-12a-1411506/?dl=1000
Suzuki Vitara 1.6A GLX Sunroof,"$16,688","20-Apr-2016
(9m COE left)","$11,590 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/suzuki-vitara-16a-glx-1407367/?dl=1000
Honda CR-V 1.5A Turbo 7-Seater Sunroof,"$100,800","18-Oct-2019
(4y 3m COE left)","$18,870 /yr","61,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-cr-v-15a-turbo-1403128/?dl=3647
Opel Astra Sports Tourer 1.0A,"$27,800","09-Oct-2017
(2y 3m COE left)","$11,050 /yr","78,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/opel-astra-sports-tourer-1402325/?dl=3647&utm_content=SLeligible
Citroen e-Berlingo Electric,"$102,900","19-May-2025
(9y 10m COE left)","$10,390 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/citroen-e-berlingo-electric-1402139/?dl=3768
Volkswagen ID.Buzz Electric Cargo Pro,"$126,800","13-May-2025
(9y 10m COE left)","$12,820 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-idbuzz-electric-cargo-1400527/?dl=3768
Audi A5 Cabriolet 2.0A TFSI Quattro S-tronic (COE till 12/2032),"$99,800","12-Jan-2013
(7y 6m COE left)","$13,260 /yr","80,200 km",3 Owners,https://www.sgcarmart.com/used-cars/info/audi-a5-cabriolet-20a-1397247/?dl=1039&utm_content=SLeligible
Hyundai Avante 1.6A GLS S,"$62,800","14-Oct-2019
(4y 3m COE left)","$12,860 /yr","76,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-gls-1411497/?dl=1000&utm_content=SLeligible
Toyota Vellfire Hybrid 2.5A Z Moonroof,"$164,800","27-Jul-2020
(5y 1m COE left)","$25,350 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-hybrid-25a-1410330/?dl=4239
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,"$129,888","25-Feb-2021
(5y 8m COE left)","$18,770 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/audi-a5-sportback-mild-1404143/?dl=4611
BMW M2 Coupe,"$95,000","06-Jun-2016
(11m COE left)","$68,940 /yr","48,018 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-m2-coupe-1411583/?dl=2010
Audi A4 1.8A TFSI MU (COE till 09/2030),"$54,800","07-Dec-2010
(5y 3m COE left)","$10,400 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/audi-a4-18a-tfsi-1411563/?dl=4239&utm_content=SLeligible
Subaru Outback 2.5i-S Sunroof,"$16,800","28-Oct-2015
(4m COE left)",N.A,"142,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/subaru-outback-25i-s-sunroof-1411520/?dl=1000
Mercedes-Benz A-Class Saloon A200 Progressive,"$104,800","03-Jan-2020
(4y 6m COE left)","$18,960 /yr","69,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-saloon-a200-1408505/?dl=2296
Opel Astra Sports Tourer Diesel 1.6A Turbo,"$59,800","07-Sep-2020
(5y 2m COE left)","$9,140 /yr","69,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/opel-astra-sports-tourer-1405860/?dl=3142
BMW 4 Series 420i Coupe M-Sport,"$217,800","23-Jun-2023
(7y 11m COE left)","$22,970 /yr","19,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1400168/?dl=2296&utm_content=SLeligible
Volkswagen T-Cross 1.0A TSI R-Line,"$100,888","25-May-2022
(6y 11m COE left)","$12,870 /yr","103,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-t-cross-10a-tsi-1398068/?dl=2604&utm_content=SLeligible
Mercedes-Benz C-Class C200K (COE till 10/2029),"$47,800","09-Feb-2010
(4y 4m COE left)","$10,970 /yr","137,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200k-coe-1395779/?dl=3142&utm_content=SLeligible
Porsche Cayenne 3.6A Tip Sunroof,"$98,000","29-Feb-2016
(8m COE left)","$54,150 /yr","153,553 km",3 Owners,https://www.sgcarmart.com/used-cars/info/porsche-cayenne-36a-tip-1390626/?dl=2563
BMW iX3 Electric M-Sport Impressive Shadow Sunroof,"$218,888","14-Mar-2023
(7y 8m COE left)","$25,660 /yr","45,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-ix3-electric-m-sport-1411203/?dl=1000&utm_content=SLeligible
Toyota Prius Hybrid 1.5A (COE till 04/2029),"$38,800","15-May-2009
(3y 10m COE left)","$10,070 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-prius-hybrid-15a-1408353/?dl=3911&utm_content=SLeligible
Mercedes-Benz A-Class Saloon A180 Progressive,"$145,800","24-Jun-2022
(6y 11m COE left)","$18,020 /yr","10,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-saloon-a180-1406059/?dl=2296
Toyota Vellfire 2.5A Z Moonroof,"$190,888","20-May-2022
(6y 10m COE left)","$23,690 /yr","150,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-25a-z-1405620/?dl=2604
Audi A6 Mild Hybrid 2.0A TFSI S-tronic Design,"$134,800","31-Dec-2019
(4y 6m COE left)","$23,880 /yr","42,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/audi-a6-mild-hybrid-1403155/?dl=2291
Mazda CX-3 2.0A Standard,"$50,800","19-Sep-2018
(3y 2m COE left)","$13,040 /yr","104,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mazda-cx-3-20a-standard-1400328/?dl=2296&utm_content=SLeligible
Mercedes-Benz C-Class C200 AMG Line,"$56,888","20-Oct-2016
(1y 3m COE left)","$22,460 /yr","111,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200-amg-1379815/?dl=2604&utm_content=SLeligible
BMW X3 Plug-in Hybrid xDrive30e,"$170,888","25-Feb-2021
(5y 8m COE left)","$23,580 /yr","65,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x3-plug-in-hybrid-1275088/?dl=2604&utm_content=SLeligible
Toyota Sienta 1.5A Standard,"$68,000","23-Sep-2019
(4y 2m COE left)","$13,900 /yr","90,800 km",3 Owners,https://www.sgcarmart.com/used-cars/info/toyota-sienta-15a-standard-1406921/?dl=3975
Porsche Taycan Electric GTS,"$439,800","24-Jun-2022
(6y 11m COE left)","$44,460 /yr","16,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-taycan-electric-gts-1406597/?dl=4073
Toyota Corolla Altis 1.6A Classic (COE till 05/2030),"$60,500","15-Jun-2015
(4y 11m COE left)","$12,250 /yr","72,300 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-corolla-altis-16a-1405068/?dl=3911&utm_content=SLeligible
Mercedes-Benz C-Class C180 Mild Hybrid AMG Line,"$237,800","27-Dec-2024
(9y 6m COE left)","$22,320 /yr","5,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-mild-1404157/?dl=4073
BMW iX3 Electric M-Sport Impressive Shadow Sunroof,"$224,800","28-Mar-2024
(8y 9m COE left)","$22,840 /yr","22,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-ix3-electric-m-sport-1399974/?dl=4073&utm_content=SLeligible
Mercedes-Benz A-Class A45 S AMG 4MATIC+ Plus,"$187,800","06-Jul-2020
(5y COE left)","$28,650 /yr","48,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a45-s-1394262/?dl=4073&utm_content=SLeligible
BMW 5 Series 520i Mild Hybrid M-Sport,"$298,800","24-Sep-2024
(9y 2m COE left)","$27,660 /yr","3,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1393892/?dl=2296&utm_content=SLeligible
Land Rover Discovery Diesel 3.0A TDV6 HSE 7-Seater Sunroof,"$123,800","15-Dec-2017
(2y 5m COE left)","$27,560 /yr","119,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/land-rover-discovery-diesel-30a-1389241/?dl=2291&utm_content=SLeligible
Honda Accord Euro S 2.4A (COE till 03/2029),"$38,800","20-Mar-2009
(3y 8m COE left)","$10,380 /yr","150,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/honda-accord-euro-s-1369791/?dl=3142&utm_content=SLeligible
Rolls-Royce Cullinan 6.75A,"$2,288,888","05-Jul-2023
(8y COE left)","$277,470 /yr",74 km,1 Owner,https://www.sgcarmart.com/used-cars/info/rolls-royce-cullinan-675a-1281148/?dl=2581
BMW 6 Series 650i Gran Coupe M-Sport Sunroof (COE till 08/2032),"$183,800","19-Sep-2012
(7y 2m COE left)","$25,560 /yr","39,500 km",6 Owners,https://www.sgcarmart.com/used-cars/info/bmw-6-series-650i-1271804/?dl=3975&utm_content=SLeligible
Mercedes-Benz CLA-Class CLA180 Mild Hybrid Progressive,"$188,800","02-Nov-2023
(8y 4m COE left)","$20,070 /yr","3,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-mild-1411648/?dl=1043
Mercedes-Benz C-Class C200 Sport,"$62,800","30-Jun-2017
(2y COE left)","$19,990 /yr","94,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c200-sport-1411637/?dl=3573
Mercedes-Benz E-Class E250 (COE till 05/2035),"$153,800","24-Jun-2015
(9y 11m COE left)","$15,470 /yr","86,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e250-coe-1405527/?dl=1000&utm_content=SLeligible
McLaren 570S,"$458,888","01-Sep-2016
(1y 2m COE left)","$206,340 /yr","21,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mclaren-570s-1405522/?dl=1000
Aston Martin DB11 V8 4.0A,"$395,000","14-May-2019
(3y 10m COE left)",N.A,"56,250 km",1 Owner,https://www.sgcarmart.com/used-cars/info/aston-martin-db11-v8-40a-1405505/?dl=8008&utm_content=SLeligible
Mercedes-Benz 300SL (COE till 03/2029),"$58,000","10-Mar-1992
(3y 9m COE left)","$15,390 /yr","198,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/mercedes-benz-300sl-coe-till-1405481/?dl=1000
Mercedes-Benz S-Class S430L (COE till 04/2029),"$28,800","18-Apr-2000
(3y 10m COE left)","$7,480 /yr","160,000 km",6 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-s-class-s430l-coe-1405466/?dl=1000
Maserati Grecale 3.0A Trofeo,"$470,000","18-Aug-2023
(8y 1m COE left)","$50,290 /yr","8,291 km",1 Owner,https://www.sgcarmart.com/used-cars/info/maserati-grecale-30a-trofeo-1405411/?dl=1000&utm_content=SLeligible
Honda Civic 1.6A VTi-S,"$14,999",29-Jun-15,N.A,"140,700 km",4 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-s-1405279/?dl=1000
